SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-29-2015,Condo/Co-op,125 Trapelo Rd #8,Belmont,MA,02478,275000,1,1.0,Belmont,517,,1963,951,532,289,Sold,,,http://www.redfin.com/MA/Belmont/125-Trapelo-Rd-02478/unit-8/home/8459557,MLS PIN,71810268,N,Y,42.3812959,-71.1757369
PAST SALE,May-10-2016,Multi-Family (2-4 Unit),340 Common St,Belmont,MA,02478,1060000,6,3.0,Belmont,3251,6882,1918,604,326,,Sold,,,http://www.redfin.com/MA/Belmont/340-Common-St-02478/home/8424684,MLS PIN,71970262,N,Y,42.3850381,-71.1749575
PAST SALE,,Single Family Residential,14 Bellevue Rd,Belmont,MA,02478,245000,3,1.5,,1522,4590,1922,,161,,,,,http://www.redfin.com/MA/Belmont/14-Bellevue-Rd-02478/home/8424581,,,N,Y,42.3858005,-71.1736336
PAST SALE,,Single Family Residential,10 Bellevue Rd,Belmont,MA,02478,785000,3,1.5,,1452,4590,1923,,541,,,,,http://www.redfin.com/MA/Belmont/10-Bellevue-Rd-02478/home/8424588,,,N,Y,42.3859365,-71.1736976
PAST SALE,,Single Family Residential,64 Hammond Rd,Belmont,MA,02478,265000,3,1.5,,1830,10328,1926,,145,,,,,http://www.redfin.com/MA/Belmont/64-Hammond-Rd-02478/home/8428677,,,N,Y,42.3840023,-71.1771512
PAST SALE,March-31-2015,Single Family Residential,37 Bartlett Ave,Belmont,MA,02478,540000,2,2.5,Palfrey Square,1334,3793,1905,1010,405,,Sold,,,http://www.redfin.com/MA/Belmont/37-Bartlett-Ave-02478/home/8431421,MLS PIN,71738009,N,Y,42.3826402,-71.1818508
PAST SALE,,Single Family Residential,367 Common St,Belmont,MA,02478,870000,5,3.5,,2764,8572,1918,,315,,,,,http://www.redfin.com/MA/Belmont/367-Common-St-02478/home/8433038,,,N,Y,42.3842285,-71.1756673
PAST SALE,,Single Family Residential,389 Common St,Belmont,MA,02478,230000,2,1.0,,1182,5888,1870,,195,,,,,http://www.redfin.com/MA/Belmont/389-Common-St-02478/home/8432537,,,N,Y,42.3834053,-71.1756063
PAST SALE,,Single Family Residential,379 Common St,Belmont,MA,02478,325000,4,4.0,,2412,8044,1915,,135,,,,,http://www.redfin.com/MA/Belmont/379-Common-St-02478/home/8432548,,,N,Y,42.3838317,-71.175704
PAST SALE,July-15-2015,Single Family Residential,33 HOMER Rd,Belmont,MA,02478,1550000,4,3.5,Common Street,3469,9566,1940,904,447,,Sold,,,http://www.redfin.com/MA/Belmont/33-Homer-Rd-02478/home/8433504,MLS PIN,71791075,N,Y,42.3875204,-71.1751136
